,valid_datetime,Day-ahead_Price,Balancing_Price,price_signal,system_imbalance,alpha
12402,2021-06-06 08:00:00+00:00,76.11,21,-55.11,-334.2222,0.068617552
12403,2021-06-06 08:30:00+00:00,76.11,21,-55.11,-306.3021,0.068712166
12404,2021-06-06 09:00:00+00:00,75.27,21,-54.27,-335.9489,0.068781966
12405,2021-06-06 09:30:00+00:00,75.27,20.8,-54.47,-371.7666,0.0688213
12406,2021-06-06 10:00:00+00:00,75.48,20.8,-54.68,-348.5361,0.068896378
12407,2021-06-06 10:30:00+00:00,75.48,21,-54.48,-177.7583,0.068944303
12408,2021-06-06 11:00:00+00:00,66.89,21,-45.89,-50.6556,0.068979976
12409,2021-06-06 11:30:00+00:00,66.89,21,-45.89,-55.2986,0.068987829
12410,2021-06-06 12:00:00+00:00,66.51,20.9,-45.61,-188.4668,0.069017171
12411,2021-06-06 12:30:00+00:00,66.51,21.25,-45.26,-238.817,0.069043754
12412,2021-06-06 13:00:00+00:00,67.4,20.85,-46.55,-258.0679,0.069070203
12413,2021-06-06 13:30:00+00:00,67.4,21.5,-45.9,-226.0205,0.069120397
12414,2021-06-06 14:00:00+00:00,74.71,21.45,-53.26,-278.8064,0.069158175
12415,2021-06-06 14:30:00+00:00,74.71,22.1,-52.61,-169.4474,0.069211915
12416,2021-06-06 15:00:00+00:00,84.8,22.35,-62.45,-142.8981,0.069279101
12417,2021-06-06 15:30:00+00:00,84.8,92,7.2,58.4272,0.06928658
12418,2021-06-06 16:00:00+00:00,90.44,92,1.56,89.7093,0.069172656
12419,2021-06-06 16:30:00+00:00,90.44,99,8.56,139.4585,0.069063104
12420,2021-06-06 17:00:00+00:00,94.96,99,4.04,4.4001,0.068949278
12421,2021-06-06 17:30:00+00:00,94.96,100,5.04,65.7997,0.068846709
12422,2021-06-06 18:00:00+00:00,90.2,30,-60.2,-110.1889,0.068839585
12423,2021-06-06 18:30:00+00:00,90.2,100,9.8,56.042,0.068777971
12424,2021-06-06 19:00:00+00:00,85.67,100,14.33,-36.125,0.068723746
12425,2021-06-06 19:30:00+00:00,85.67,32,-53.67,-1.2509,0.068687578
12426,2021-06-06 20:00:00+00:00,76.28,100,23.72,78.7751,0.068689479
12427,2021-06-06 20:30:00+00:00,76.28,100,23.72,66.4166,0.068674443
12428,2021-06-06 21:00:00+00:00,75.38,22.75,-52.63,-57.6626,0.06871241
12429,2021-06-06 21:30:00+00:00,75.38,22.75,-52.63,-105.454,0.068756404
12430,2021-06-06 22:00:00+00:00,69.49,92.5,23.01,101.6601,0.068766705
12431,2021-06-06 22:30:00+00:00,69.49,92.5,23.01,127.4242,0.068820398
12432,2021-06-06 23:00:00+00:00,64.72,49.28,-15.44,-192.5596,0.068813591
12433,2021-06-06 23:30:00+00:00,64.72,22.75,-41.97,-360.3751,0.06883863
12434,2021-06-07 00:00:00+00:00,62.9,22.75,-40.15,-321.5844,0.068900799
12435,2021-06-07 00:30:00+00:00,62.9,49.36,-13.54,-282.1131,0.068903713
12436,2021-06-07 01:00:00+00:00,58.99,50.01013,-8.97987,-100.4016,0.068892157
12437,2021-06-07 01:30:00+00:00,58.99,49.6,-9.39,-137.396,0.068879494
12438,2021-06-07 02:00:00+00:00,57.91,49.69,-8.22,-176.8875,0.068842501
12439,2021-06-07 02:30:00+00:00,57.91,49.7,-8.21,-159.0083,0.06880844
12440,2021-06-07 03:00:00+00:00,67,52.51013,-14.48987,-105.9473,0.068789429
12441,2021-06-07 03:30:00+00:00,67,18.15,-48.85,-314.032,0.068829181
12442,2021-06-07 04:00:00+00:00,75.96,22.25,-53.71,-280.689,0.068891735
12443,2021-06-07 04:30:00+00:00,75.96,22.75,-53.21,-65.3534,0.068924792
12444,2021-06-07 05:00:00+00:00,87.4,73.55013,-13.84987,34.5161,0.068929946
12445,2021-06-07 05:30:00+00:00,87.4,24.15,-63.25,-145.9021,0.068987942
12446,2021-06-07 06:00:00+00:00,91.07,24.14,-66.93,-320.7491,0.069072248
12447,2021-06-07 06:30:00+00:00,91.07,82.25,-8.82,40.3651,0.069098007
12448,2021-06-07 07:00:00+00:00,92.48,24.69,-67.79,-134.2107,0.069293103
12449,2021-06-07 07:30:00+00:00,92.48,24.72,-67.76,-21.2744,0.06952571
12450,2021-06-07 08:00:00+00:00,79.63,24.75,-54.88,-54.1913,0.06974682
12451,2021-06-07 08:30:00+00:00,79.63,24.75,-54.88,-40.9851,0.069965651
12452,2021-06-07 09:00:00+00:00,77.25,24.72,-52.53,-108.1692,0.070256469
12453,2021-06-07 09:30:00+00:00,77.25,22.75,-54.5,-217.4583,0.070509452
12454,2021-06-07 10:00:00+00:00,76.77,22.75,-54.02,-204.2003,0.070882611
12455,2021-06-07 10:30:00+00:00,76.77,22.25,-54.52,-174.0552,0.071291396
12456,2021-06-07 11:00:00+00:00,64.59,88.5,23.91,5.7086,0.071713272
12457,2021-06-07 11:30:00+00:00,64.59,88.5,23.91,13.0816,0.072148049
12458,2021-06-07 12:00:00+00:00,61.9,88,26.1,49.974,0.072458657
12459,2021-06-07 12:30:00+00:00,61.9,88,26.1,330.6102,0.072735575
12460,2021-06-07 13:00:00+00:00,63.03,86,22.97,92.2346,0.073161058
12461,2021-06-07 13:30:00+00:00,63.03,24.75,-38.28,-364.1197,0.073628694
12462,2021-06-07 14:00:00+00:00,71.33,22.25,-49.08,-651.0553,0.073881992
12463,2021-06-07 14:30:00+00:00,71.33,22.83577,-48.49423,-345.5331,0.074141849
12464,2021-06-07 15:00:00+00:00,79.93,25,-54.93,-216.716,0.07458722
12465,2021-06-07 15:30:00+00:00,79.93,27.3,-52.63,-158.868,0.07528875
12466,2021-06-07 16:00:00+00:00,87.42,71.42321,-15.99679,18.6832,0.076476688
12467,2021-06-07 16:30:00+00:00,87.42,103.88,16.46,15.5481,0.077270193
12468,2021-06-07 17:00:00+00:00,83.55,103.88,20.33,10.0883,0.077609152
12469,2021-06-07 17:30:00+00:00,83.55,27.8,-55.75,-188.1192,0.078004757
12470,2021-06-07 18:00:00+00:00,73.81,25,-48.81,-344.8092,0.078219071
12471,2021-06-07 18:30:00+00:00,73.81,27.6,-46.21,-179.9608,0.078344986
12472,2021-06-07 19:00:00+00:00,69.33,105,35.67,129.8272,0.078411904
12473,2021-06-07 19:30:00+00:00,69.33,103.88,34.55,23.7245,0.078502997
12474,2021-06-07 20:00:00+00:00,63.96,30,-33.96,-48.9186,0.078667926
12475,2021-06-07 20:30:00+00:00,63.96,29.75,-34.21,-68.4409,0.078680408
12476,2021-06-07 21:00:00+00:00,68.33,30,-38.33,-62.9299,0.078697
12477,2021-06-07 21:30:00+00:00,68.33,58,-10.33,8.089,0.078759333
12478,2021-06-07 22:00:00+00:00,61.18,58.33,-2.85,-287.4697,0.078765876
12479,2021-06-07 22:30:00+00:00,61.18,58.62,-2.56,-185.2834,0.078678246
12480,2021-06-07 23:00:00+00:00,57.88,53.85013,-4.02987,-119.1495,0.078643617
12481,2021-06-07 23:30:00+00:00,57.88,52.46,-5.42,-270.3306,0.078564487
12482,2021-06-08 00:00:00+00:00,56.87,51.91,-4.96,-252.2136,0.078502661
12483,2021-06-08 00:30:00+00:00,56.87,52.04,-4.83,-207.8825,0.078400841
12484,2021-06-08 01:00:00+00:00,55.93,50.5,-5.43,-251.459,0.07825362
12485,2021-06-08 01:30:00+00:00,55.93,50.77,-5.16,-164.0749,0.078170618
12486,2021-06-08 02:00:00+00:00,60.56,53.26,-7.3,-73.5888,0.078161007
12487,2021-06-08 02:30:00+00:00,60.56,53.26,-7.3,-57.9673,0.078124033
12488,2021-06-08 03:00:00+00:00,71.83,58.1,-13.73,-10.588,0.07813212
12489,2021-06-08 03:30:00+00:00,71.83,53.5,-18.33,-317.2282,0.078108571
12490,2021-06-08 04:00:00+00:00,74.73,99.49989,24.76989,54.568,0.078234971
12491,2021-06-08 04:30:00+00:00,74.73,67,-7.73,-21.1139,0.078364029
12492,2021-06-08 05:00:00+00:00,81.04,132,50.96,308.6808,0.078459638
12493,2021-06-08 05:30:00+00:00,81.04,132,50.96,279.7923,0.078540286
12494,2021-06-08 06:00:00+00:00,84.56,95,10.44,384.6244,0.078425051
12495,2021-06-08 06:30:00+00:00,84.56,95,10.44,581.2258,0.078315921
12496,2021-06-08 07:00:00+00:00,83.76,95,11.24,531.3827,0.078239907
12497,2021-06-08 07:30:00+00:00,83.76,94.5,10.74,111.9944,0.078240088
12498,2021-06-08 08:00:00+00:00,68.95,95,26.05,204.775,0.078323601
12499,2021-06-08 08:30:00+00:00,68.95,95,26.05,323.3581,0.078518988
12500,2021-06-08 09:00:00+00:00,66.29,95,28.71,309.1637,0.078641145
12501,2021-06-08 09:30:00+00:00,66.29,87,20.71,35.452,0.078645275
12502,2021-06-08 10:00:00+00:00,62.8,85,22.2,97.4721,0.078725819
12503,2021-06-08 10:30:00+00:00,62.8,84,21.2,14.1448,0.078765539
12504,2021-06-08 11:00:00+00:00,59.9,83.5,23.6,73.8648,0.078812797
12505,2021-06-08 11:30:00+00:00,59.9,28.6,-31.3,-89.5449,0.078824783
12506,2021-06-08 12:00:00+00:00,60.67,27.6,-33.07,-323.0017,0.078796112
12507,2021-06-08 12:30:00+00:00,60.67,28.1,-32.57,-124.5421,0.078786852
12508,2021-06-08 13:00:00+00:00,62.27,30.25,-32.02,-58.5627,0.078753085
12509,2021-06-08 13:30:00+00:00,62.27,30.5,-31.77,-67.2082,0.078727151
12510,2021-06-08 14:00:00+00:00,69.87,30.5,-39.37,-107.8618,0.078768548
12511,2021-06-08 14:30:00+00:00,69.87,31,-38.87,-50.0378,0.078788809
12512,2021-06-08 15:00:00+00:00,79.42,31,-48.42,-64.7881,0.078809737
12513,2021-06-08 15:30:00+00:00,79.42,83.5,4.08,176.3464,0.078802485
12514,2021-06-08 16:00:00+00:00,84.67,103.12,18.45,280.4822,0.078764268
12515,2021-06-08 16:30:00+00:00,84.67,103.12,18.45,394.6865,0.078651954
12516,2021-06-08 17:00:00+00:00,84.03,103.12,19.09,341.0779,0.078562784
12517,2021-06-08 17:30:00+00:00,84.03,103.12,19.09,344.8553,0.078499134
12518,2021-06-08 18:00:00+00:00,78.62,103.12,24.5,372.2275,0.078482362
12519,2021-06-08 18:30:00+00:00,78.62,103,24.38,266.5211,0.078501165
12520,2021-06-08 19:00:00+00:00,74.43,103,28.57,248.083,0.078524685
12521,2021-06-08 19:30:00+00:00,74.43,103,28.57,244.3134,0.078574821
12522,2021-06-08 20:00:00+00:00,68.95,103.12,34.17,271.6565,0.078626477
12523,2021-06-08 20:30:00+00:00,68.95,94.5,25.55,52.0757,0.078618611
12524,2021-06-08 21:00:00+00:00,75.62,103,27.38,211.9483,0.078617312
12525,2021-06-08 21:30:00+00:00,75.62,60.88,-14.74,-116.4265,0.078610828
12526,2021-06-08 22:00:00+00:00,65.28,56.81018,-8.46982,-90.1666,0.078685738
12527,2021-06-08 22:30:00+00:00,65.28,95,29.72,212.6476,0.078913179
12528,2021-06-08 23:00:00+00:00,60.5,58,-2.5,-0.6881,0.078994468
12529,2021-06-08 23:30:00+00:00,60.5,54.52,-5.98,-232.0116,0.078963849
12530,2021-06-09 00:00:00+00:00,59.78,53.99,-5.79,-46.2801,0.079008327
12531,2021-06-09 00:30:00+00:00,59.78,88,28.22,38.1117,0.079097959
12532,2021-06-09 01:00:00+00:00,56.52,89,32.48,138.6477,0.079111223
12533,2021-06-09 01:30:00+00:00,56.52,53.39,-3.13,-72.511,0.079122527
12534,2021-06-09 02:00:00+00:00,57.89,53.51029,-4.37971,-203.9531,0.079938575
12535,2021-06-09 02:30:00+00:00,57.89,52.62,-5.27,-293.2116,0.080229039
12536,2021-06-09 03:00:00+00:00,67.12,54.95,-12.17,-165.0115,0.08065983
12537,2021-06-09 03:30:00+00:00,67.12,49.24,-17.88,-329.7249,0.08106251
12538,2021-06-09 04:00:00+00:00,75.71,32.25,-43.46,-162.1218,0.081578263
12539,2021-06-09 04:30:00+00:00,75.71,32.25,-43.46,-98.1299,0.082091036
12540,2021-06-09 05:00:00+00:00,80.63,28.1,-52.53,-218.2603,0.082496349
12541,2021-06-09 05:30:00+00:00,80.63,103.9,23.27,168.9563,0.082850038
12542,2021-06-09 06:00:00+00:00,86.57,32.1,-54.47,-59.1506,0.082959816
12543,2021-06-09 06:30:00+00:00,86.57,93.7,7.13,157.388,0.083067816
12544,2021-06-09 07:00:00+00:00,82.64,93.7,11.06,152.0714,0.083136952
12545,2021-06-09 07:30:00+00:00,82.64,68.37,-14.27,-5.334,0.0831702
12546,2021-06-09 08:00:00+00:00,70.95,63.64,-7.31,-42.7041,0.083238687
12547,2021-06-09 08:30:00+00:00,70.95,27,-43.95,-330.806,0.083326708
12548,2021-06-09 09:00:00+00:00,66.73,59.47,-7.26,-30.6776,0.083354975
12549,2021-06-09 09:30:00+00:00,66.73,88,21.27,292.5647,0.08339478
12550,2021-06-09 10:00:00+00:00,68.21,85,16.79,173.652,0.083476197
12551,2021-06-09 10:30:00+00:00,68.21,84.75,16.54,15.7939,0.083652087
12552,2021-06-09 11:00:00+00:00,64.06,31,-33.06,-118.7847,0.083953499
12553,2021-06-09 11:30:00+00:00,64.06,55.4704,-8.5896,-86.4175,0.084160343
12554,2021-06-09 12:00:00+00:00,61.02,31,-30.02,-54.379,0.084336146
12555,2021-06-09 12:30:00+00:00,61.02,57.2,-3.82,25.2915,0.084492144
12556,2021-06-09 13:00:00+00:00,63.21,57.74,-5.47,21.6132,0.084716978
12557,2021-06-09 13:30:00+00:00,63.21,84.25,21.04,190.0117,0.084831424
12558,2021-06-09 14:00:00+00:00,70.51,84.25,13.74,119.0501,0.084807962
12559,2021-06-09 14:30:00+00:00,70.51,85,14.49,355.4607,0.084764573
12560,2021-06-09 15:00:00+00:00,87.19,99,11.81,245.2601,0.084725855
12561,2021-06-09 15:30:00+00:00,87.19,99.00023,11.81023,182.5029,0.084779297
12562,2021-06-09 16:00:00+00:00,89.44,101.9,12.46,183.4473,0.084706404
12563,2021-06-09 16:30:00+00:00,89.44,99.8,10.36,157.9689,0.084631891
12564,2021-06-09 17:00:00+00:00,87.53,104.50005,16.97005,413.8999,0.08451583
12565,2021-06-09 17:30:00+00:00,87.53,108.8,21.27,562.413,0.084379391
12566,2021-06-09 18:00:00+00:00,80.56,109.5,28.94,544.2949,0.084280342
12567,2021-06-09 18:30:00+00:00,80.56,107.9,27.34,433.1836,0.084202381
12568,2021-06-09 19:00:00+00:00,74.31,107.9,33.59,370.9831,0.084163308
12569,2021-06-09 19:30:00+00:00,74.31,103.5,29.19,168.4752,0.084112466
12570,2021-06-09 20:00:00+00:00,68.93,104.5,35.57,463.5569,0.084158455
12571,2021-06-09 20:30:00+00:00,68.93,104.5,35.57,598.9253,0.084140696
12572,2021-06-09 21:00:00+00:00,74.38,98.90017,24.52017,507.807,0.084146274
12573,2021-06-09 21:30:00+00:00,74.38,91.5,17.12,367.9354,0.084246047
12574,2021-06-09 22:00:00+00:00,60.96,98,37.04,612.7793,0.084242458
12575,2021-06-09 22:30:00+00:00,60.96,98,37.04,701.2892,0.084197438
12576,2021-06-09 23:00:00+00:00,59.4,98,38.6,424.6847,0.084273365
12577,2021-06-09 23:30:00+00:00,59.4,98,38.6,275.4008,0.084452992
12578,2021-06-10 00:00:00+00:00,56.74,56.97,0.23,-0.8644,0.084667656
12579,2021-06-10 00:30:00+00:00,56.74,55.78971,-0.95029,-279.7168,0.084703381
12580,2021-06-10 01:00:00+00:00,55.68,54.21,-1.47,-216.243,0.084746508
12581,2021-06-10 01:30:00+00:00,55.68,53.52,-2.16,-293.9844,0.084687165
12582,2021-06-10 02:00:00+00:00,57.65,53.72825,-3.92175,-180.3028,0.084637076
12583,2021-06-10 02:30:00+00:00,57.65,53.81,-3.84,-162.3043,0.084593095
12584,2021-06-10 03:00:00+00:00,65.5,98,32.5,144.1654,0.084619271
12585,2021-06-10 03:30:00+00:00,65.5,98,32.5,181.9916,0.084645511
12586,2021-06-10 04:00:00+00:00,73.34,98,24.66,181.3187,0.084672791
12587,2021-06-10 04:30:00+00:00,73.34,110,36.66,267.361,0.084814311
12588,2021-06-10 05:00:00+00:00,77.09,110,32.91,278.2078,0.084800813
12589,2021-06-10 05:30:00+00:00,77.09,114,36.91,372.0213,0.084767615
12590,2021-06-10 06:00:00+00:00,84.95,95,10.05,186.1698,0.084769128
12591,2021-06-10 06:30:00+00:00,84.95,95,10.05,187.0018,0.084779369
12592,2021-06-10 07:00:00+00:00,89.12,95,5.88,128.8829,0.084776982
12593,2021-06-10 07:30:00+00:00,89.12,98,8.88,390.7747,0.084658453
12594,2021-06-10 08:00:00+00:00,82.2,95,12.8,251.6158,0.0846349
12595,2021-06-10 08:30:00+00:00,82.2,61.56,-20.64,-116.019,0.084571802
12596,2021-06-10 09:00:00+00:00,78.88,94,15.12,107.6639,0.084528469
12597,2021-06-10 09:30:00+00:00,78.88,94,15.12,211.6275,0.084471885
12598,2021-06-10 10:00:00+00:00,78.95,102.9,23.95,837.4844,0.08416539
12599,2021-06-10 10:30:00+00:00,78.95,101.9,22.95,710.7275,0.083981593
12600,2021-06-10 11:00:00+00:00,68.14,94,25.86,299.5152,0.084014373
12601,2021-06-10 11:30:00+00:00,68.14,30,-38.14,-322.9494,0.084035741
12602,2021-06-10 12:00:00+00:00,62.59,56.19013,-6.39987,-201.9975,0.083996044
12603,2021-06-10 12:30:00+00:00,62.59,93,30.41,-55.2396,0.083956847
12604,2021-06-10 13:00:00+00:00,63.04,92.5,29.46,39.6786,0.083960572
12605,2021-06-10 13:30:00+00:00,63.04,30.2,-32.84,-218.2457,0.083914029
12606,2021-06-10 14:00:00+00:00,68.21,30,-38.21,-220.2852,0.083837613
12607,2021-06-10 14:30:00+00:00,68.21,0,-68.21,-116.3413,0.083827665
12608,2021-06-10 15:00:00+00:00,78.73,92.5,13.77,110.6646,0.083848903
12609,2021-06-10 15:30:00+00:00,78.73,92.75,14.02,264.1276,0.083900943
12610,2021-06-10 16:00:00+00:00,81.3,92.75,11.45,295.9071,0.083925559
12611,2021-06-10 16:30:00+00:00,81.3,92.5,11.2,38.6797,0.083915399
12612,2021-06-10 17:00:00+00:00,81.17,92.5,11.33,67.1143,0.083901984
12613,2021-06-10 17:30:00+00:00,81.17,92.5,11.33,140.9993,0.083852539
12614,2021-06-10 18:00:00+00:00,75.44,92.75,17.31,257.6566,0.08386887
12615,2021-06-10 18:30:00+00:00,75.44,31,-44.44,-1.0828,0.083896665
12616,2021-06-10 19:00:00+00:00,72.02,92.5,20.48,140.0611,0.083828735
12617,2021-06-10 19:30:00+00:00,72.02,89.98,17.96,28.1644,0.083729344
12618,2021-06-10 20:00:00+00:00,65.12,92.5,27.38,191.4618,0.083683872
12619,2021-06-10 20:30:00+00:00,65.12,92.5,27.38,183.1307,0.08364292
12620,2021-06-10 21:00:00+00:00,66.04,92.5,26.46,140.1136,0.08360869
12621,2021-06-10 21:30:00+00:00,66.04,92.5,26.46,75.5029,0.083617249
12622,2021-06-10 22:00:00+00:00,57.37,2.2,-55.17,-371.0006,0.08366387
12623,2021-06-10 22:30:00+00:00,57.37,0,-57.37,-633.3729,0.083630434
12624,2021-06-10 23:00:00+00:00,54.52,10.05,-44.47,-417.8507,0.083634445
12625,2021-06-10 23:30:00+00:00,54.52,-10,-64.52,-268.3394,0.083738355
12626,2021-06-11 00:00:00+00:00,52.29,93.25,40.96,120.0572,0.083758964
12627,2021-06-11 00:30:00+00:00,52.29,85,32.71,8.5975,0.083727424
12628,2021-06-11 01:00:00+00:00,52,85,33,32.681,0.083703773
12629,2021-06-11 01:30:00+00:00,52,94,42,244.0516,0.083736858
12630,2021-06-11 02:00:00+00:00,54.14,66.33,12.19,-205.9572,0.083651405
12631,2021-06-11 02:30:00+00:00,54.14,59.54,5.4,-360.5416,0.08354273
12632,2021-06-11 03:00:00+00:00,63.96,60.78,-3.18,-479.0761,0.08337017
12633,2021-06-11 03:30:00+00:00,63.96,60.69,-3.27,-489.8492,0.0831694
12634,2021-06-11 04:00:00+00:00,72.75,57.06,-15.69,-414,0.083085959
12635,2021-06-11 04:30:00+00:00,72.75,38,-34.75,-169.4559,0.083138034
12636,2021-06-11 05:00:00+00:00,78.95,0,-78.95,27.3208,0.083223515
12637,2021-06-11 05:30:00+00:00,78.95,95,16.05,421.27,0.083176492
12638,2021-06-11 06:00:00+00:00,84.69,95,10.31,105.5779,0.083168484
12639,2021-06-11 06:30:00+00:00,84.69,95,10.31,237.6928,0.083153555
12640,2021-06-11 07:00:00+00:00,80.59,95,14.41,165.4186,0.083144661
12641,2021-06-11 07:30:00+00:00,80.59,69.6,-10.99,-193.5472,0.083096431
12642,2021-06-11 08:00:00+00:00,71.73,95,23.27,57.6685,0.083046532
12643,2021-06-11 08:30:00+00:00,71.73,92,20.27,118.8504,0.083016725
12644,2021-06-11 09:00:00+00:00,70.41,89.98,19.57,26.7272,0.082972351
12645,2021-06-11 09:30:00+00:00,70.41,62.76,-7.65,-66.9449,0.08295228
12646,2021-06-11 10:00:00+00:00,71.61,64.3704,-7.2396,-1.6957,0.082971536
12647,2021-06-11 10:30:00+00:00,71.61,63.79,-7.82,-42.558,0.082906114
12648,2021-06-11 11:00:00+00:00,64.72,92,27.28,191.5731,0.082879166
12649,2021-06-11 11:30:00+00:00,64.72,92,27.28,180.1876,0.082865504
12650,2021-06-11 12:00:00+00:00,59.84,92,32.16,121.925,0.082853719
12651,2021-06-11 12:30:00+00:00,59.84,92,32.16,125.5279,0.08281433
12652,2021-06-11 13:00:00+00:00,63.97,92,28.03,135.4573,0.082777483
12653,2021-06-11 13:30:00+00:00,63.97,92,28.03,338.9262,0.082800076
12654,2021-06-11 14:00:00+00:00,77.19,93.75,16.56,456.6305,0.082706529
12655,2021-06-11 14:30:00+00:00,77.19,93.75,16.56,596.6296,0.082610984
12656,2021-06-11 15:00:00+00:00,80.61,103.5,22.89,702.5047,0.08242743
12657,2021-06-11 15:30:00+00:00,80.61,97,16.39,489.4102,0.082383561
12658,2021-06-11 16:00:00+00:00,84.82,96,11.18,88.1041,0.08230024
12659,2021-06-11 16:30:00+00:00,84.82,105,20.18,218.1614,0.082255941
12660,2021-06-11 17:00:00+00:00,84.49,97,12.51,81.825,0.082148462
12661,2021-06-11 17:30:00+00:00,84.49,22.5,-61.99,-279.5009,0.082157122
12662,2021-06-11 18:00:00+00:00,82.08,30.2,-51.88,-70.6481,0.082122229
12663,2021-06-11 18:30:00+00:00,82.08,97,14.92,108.9076,0.082041192
12664,2021-06-11 19:00:00+00:00,80.99,74.53,-6.46,-109.0214,0.081974048
12665,2021-06-11 19:30:00+00:00,80.99,80.66,-0.33,-51.3562,0.081919463
12666,2021-06-11 20:00:00+00:00,76.24,104,27.76,299.7394,0.081939076
12667,2021-06-11 20:30:00+00:00,76.24,108.95,32.71,615.2258,0.081847536
12668,2021-06-11 21:00:00+00:00,80.36,108.9304,28.5704,657.786,0.081722888
12669,2021-06-11 21:30:00+00:00,80.36,100,19.64,494.231,0.081634956
12670,2021-06-11 22:00:00+00:00,76.96,90,13.04,470.3984,0.081583307
12671,2021-06-11 22:30:00+00:00,76.96,90,13.04,479.7042,0.081530762
12672,2021-06-11 23:00:00+00:00,68.9,90,21.1,358.7556,0.081523676
12673,2021-06-11 23:30:00+00:00,68.9,92.75,23.85,64.8457,0.08151802
12674,2021-06-12 00:00:00+00:00,67.99,54.42,-13.57,-74.5124,0.081528503
12675,2021-06-12 00:30:00+00:00,67.99,54.42,-13.57,-118.7147,0.081525684
12676,2021-06-12 01:00:00+00:00,61.78,55.88,-5.9,-88.8696,0.081509893
12677,2021-06-12 01:30:00+00:00,61.78,85,23.22,64.0884,0.081507505
12678,2021-06-12 02:00:00+00:00,56.61,92.7,36.09,357.0409,0.081519587
12679,2021-06-12 02:30:00+00:00,56.61,92.7,36.09,369.6815,0.081529791
12680,2021-06-12 03:00:00+00:00,54.31,92.7,38.39,286.1555,0.081576059
12681,2021-06-12 03:30:00+00:00,54.31,85,30.69,92.7801,0.081571924
12682,2021-06-12 04:00:00+00:00,66.19,85,18.81,56.3336,0.081551571
12683,2021-06-12 04:30:00+00:00,66.19,85,18.81,83.9434,0.081501804
12684,2021-06-12 05:00:00+00:00,63.32,85,21.68,61.4334,0.081393962
12685,2021-06-12 05:30:00+00:00,63.32,92,28.68,120.8136,0.081312214
12686,2021-06-12 06:00:00+00:00,74.48,92.75,18.27,351.2615,0.08118746
12687,2021-06-12 06:30:00+00:00,74.48,92.75,18.27,531.1324,0.081131136
12688,2021-06-12 07:00:00+00:00,83.24,93,9.76,481.532,0.081089157
12689,2021-06-12 07:30:00+00:00,83.24,88,4.76,78.3498,0.081138899
12690,2021-06-12 08:00:00+00:00,80,88,8,33.5723,0.081122384
12691,2021-06-12 08:30:00+00:00,80,88,8,97.1916,0.081106081
12692,2021-06-12 09:00:00+00:00,77.83,88,10.17,202.9413,0.081015839
12693,2021-06-12 09:30:00+00:00,77.83,90,12.17,394.7456,0.080994255
12694,2021-06-12 10:00:00+00:00,73.25,90,16.75,634.3015,0.080876423
12695,2021-06-12 10:30:00+00:00,73.25,88,14.75,634.14,0.080753769
12696,2021-06-12 11:00:00+00:00,63.78,88,24.22,587.5778,0.080679925
12697,2021-06-12 11:30:00+00:00,63.78,87.8,24.02,382.0391,0.080674263
12698,2021-06-12 12:00:00+00:00,57.31,87,29.69,94.9305,0.080645355
12699,2021-06-12 12:30:00+00:00,57.31,22.21,-35.1,-157.285,0.080637562
12700,2021-06-12 13:00:00+00:00,61.58,18.1,-43.48,-141.7584,0.08064508
12701,2021-06-12 13:30:00+00:00,61.58,18.1,-43.48,-70.4119,0.080656852
12702,2021-06-12 14:00:00+00:00,75.38,87,11.62,210.4234,0.08062029
12703,2021-06-12 14:30:00+00:00,75.38,87,11.62,94.9818,0.080624235
12704,2021-06-12 15:00:00+00:00,74.22,87.8,13.58,175.4183,0.080611098
12705,2021-06-12 15:30:00+00:00,74.22,90,15.78,282.3485,0.08059414
12706,2021-06-12 16:00:00+00:00,87.58,101.95,14.37,605.5165,0.080516651
12707,2021-06-12 16:30:00+00:00,87.58,105,17.42,366.5126,0.080577767
12708,2021-06-12 17:00:00+00:00,94.12,110,15.88,484.3859,0.080507963
12709,2021-06-12 17:30:00+00:00,94.12,110,15.88,624.4292,0.080378218
12710,2021-06-12 18:00:00+00:00,93.58,110,16.42,702.1333,0.080229876
12711,2021-06-12 18:30:00+00:00,93.58,109,15.42,767.2,0.079992784
12712,2021-06-12 19:00:00+00:00,92.63,109.5,16.87,808.8551,0.07974672
12713,2021-06-12 19:30:00+00:00,92.63,109.5,16.87,751.4073,0.079517357
12714,2021-06-12 20:00:00+00:00,89.67,108.5,18.83,274.7546,0.079519679
12715,2021-06-12 20:30:00+00:00,89.67,107.9925,18.3225,165.0003,0.079523171
12716,2021-06-12 21:00:00+00:00,82.75,104.95,22.2,244.6345,0.07950589
12717,2021-06-12 21:30:00+00:00,82.75,93,10.25,65.383,0.079501976
12718,2021-06-12 22:00:00+00:00,75.84,46.52,-29.32,-430.2791,0.079446757
12719,2021-06-12 22:30:00+00:00,75.84,45.83,-30.01,-487.3567,0.079378153
12720,2021-06-12 23:00:00+00:00,77.46,35.23,-42.23,-270.5079,0.079391412
12721,2021-06-12 23:30:00+00:00,77.46,87.1,9.64,64.475,0.079391235
12722,2021-06-13 00:00:00+00:00,74.13,95,20.87,166.8044,0.079400815
12723,2021-06-13 00:30:00+00:00,74.13,50,-24.13,-6.2941,0.079425152
12724,2021-06-13 01:00:00+00:00,70.34,34.92,-35.42,-110.1256,0.079459164
12725,2021-06-13 01:30:00+00:00,70.34,15.08,-55.26,-239.8223,0.07952862
