,valid_datetime,Day-ahead_Price,Balancing_Price,price_signal,system_imbalance,alpha
0,2020-09-20 23:00:00+00:00,33.3,16,-17.3,-122.83,
1,2020-09-20 23:30:00+00:00,33.3,24.87,-8.43,-10.7331,
2,2020-09-21 00:00:00+00:00,31.02,47.3,16.28,54.9028,
3,2020-09-21 00:30:00+00:00,31.02,29.27,-1.75,-17.5696,
4,2020-09-21 01:00:00+00:00,30.03,29.66,-0.37,-25.4192,
5,2020-09-21 01:30:00+00:00,30.03,28.52,-1.51,-53.9263,
6,2020-09-21 02:00:00+00:00,36.95,46.5,9.55,6.7605,
7,2020-09-21 02:30:00+00:00,36.95,28.85,-8.1,-7.6322,
8,2020-09-21 03:00:00+00:00,45.76,43.29006,-2.46994,123.8552,
9,2020-09-21 03:30:00+00:00,45.76,43.29006,-2.46994,123.6272,
10,2020-09-21 04:00:00+00:00,52.1,54.22,2.12,229.6365,
11,2020-09-21 04:30:00+00:00,52.1,20.5,-31.6,-195.0923,
12,2020-09-21 05:00:00+00:00,75.86,2,-73.86,-389.2005,
13,2020-09-21 05:30:00+00:00,75.86,15,-60.86,-347.8435,
14,2020-09-21 06:00:00+00:00,67.43,15,-52.43,-367.6159,
15,2020-09-21 06:30:00+00:00,67.43,25,-42.43,-16.6928,
16,2020-09-21 07:00:00+00:00,61.06,69,7.94,167.1087,
17,2020-09-21 07:30:00+00:00,61.06,46.4,-14.66,65.7849,
18,2020-09-21 08:00:00+00:00,62.37,22.5,-39.87,-33.1499,
19,2020-09-21 08:30:00+00:00,62.37,20.5,-41.87,-287.2109,
20,2020-09-21 09:00:00+00:00,58.85,20.5,-38.35,-49.5805,
21,2020-09-21 09:30:00+00:00,58.85,15,-43.85,-243.8311,
22,2020-09-21 10:00:00+00:00,51.96,20.5,-31.46,-126.9721,
23,2020-09-21 10:30:00+00:00,51.96,30,-21.96,15.5623,
24,2020-09-21 11:00:00+00:00,49.09,15,-34.09,-220.5341,
25,2020-09-21 11:30:00+00:00,49.09,15,-34.09,-240.6334,
26,2020-09-21 12:00:00+00:00,46.81,20.5,-26.31,-90.1417,
27,2020-09-21 12:30:00+00:00,46.81,15,-31.81,-254.7036,
28,2020-09-21 13:00:00+00:00,49.98,15,-34.98,-275.4167,
29,2020-09-21 13:30:00+00:00,49.98,15,-34.98,-431.6165,
30,2020-09-21 14:00:00+00:00,60.79,15,-45.79,-530.9902,
31,2020-09-21 14:30:00+00:00,60.79,50,-10.79,147.397,
32,2020-09-21 15:00:00+00:00,84.93,26,-58.93,-36.1367,
33,2020-09-21 15:30:00+00:00,84.93,44.32,-40.61,96.5841,
34,2020-09-21 16:00:00+00:00,187.1,20.5,-166.6,-272.6485,
35,2020-09-21 16:30:00+00:00,187.1,60,-127.1,74.3082,
36,2020-09-21 17:00:00+00:00,124,20.5,-103.5,-39.9643,
37,2020-09-21 17:30:00+00:00,124,59.9,-64.1,114.2707,
38,2020-09-21 18:00:00+00:00,66,27,-39,-42.9897,
39,2020-09-21 18:30:00+00:00,66,69,3,91.1672,
40,2020-09-21 19:00:00+00:00,53.17,24.36647,-28.80353,-275.116,
41,2020-09-21 19:30:00+00:00,53.17,20.5,-32.67,-340.0528,
42,2020-09-21 20:00:00+00:00,46.76,15,-31.76,-281.7762,
43,2020-09-21 20:30:00+00:00,46.76,33.2,-13.56,-107.9367,
44,2020-09-21 21:00:00+00:00,42.33,54,11.67,361.101,
45,2020-09-21 21:30:00+00:00,42.33,53.5,11.17,44.1448,
46,2020-09-21 22:00:00+00:00,38.05,33.2,-4.85,-21.0268,
47,2020-09-21 22:30:00+00:00,38.05,53.9,15.85,163.3445,
48,2020-09-21 23:00:00+00:00,37.1,20.69884,-16.40116,-27.2661,
49,2020-09-21 23:30:00+00:00,37.1,30,-7.1,24.1808,
50,2020-09-22 00:00:00+00:00,35.9,49.5,13.6,90.015,
51,2020-09-22 00:30:00+00:00,35.9,49,13.1,104.1815,
52,2020-09-22 01:00:00+00:00,35.9,47.25,11.35,164.7811,
53,2020-09-22 01:30:00+00:00,35.9,30,-5.9,69.4587,
54,2020-09-22 02:00:00+00:00,37.06,20.5,-16.56,-106.5178,
55,2020-09-22 02:30:00+00:00,37.06,0.6,-36.46,-409.9203,
56,2020-09-22 03:00:00+00:00,38.03,0.6,-37.43,-387.8267,
57,2020-09-22 03:30:00+00:00,38.03,0,-38.03,-473.7327,
58,2020-09-22 04:00:00+00:00,48.02,0,-48.02,-550.7429,
59,2020-09-22 04:30:00+00:00,48.02,2,-46.02,-370.5349,
60,2020-09-22 05:00:00+00:00,65.6,30,-35.6,44.1583,
61,2020-09-22 05:30:00+00:00,65.6,60,-5.6,574.6877,
62,2020-09-22 06:00:00+00:00,57,58.75,1.75,248.12,
63,2020-09-22 06:30:00+00:00,57,58.75,1.75,302.9656,
64,2020-09-22 07:00:00+00:00,52.85,61.5,8.65,491.5494,
65,2020-09-22 07:30:00+00:00,52.85,26.12,-26.73,201.9164,
66,2020-09-22 08:00:00+00:00,42,58.75,16.75,425.1417,
67,2020-09-22 08:30:00+00:00,42,26.18,-15.82,95.033,
68,2020-09-22 09:00:00+00:00,37.51,40,2.49,62.927,
69,2020-09-22 09:30:00+00:00,37.51,26.2,-11.31,-13.0843,
70,2020-09-22 10:00:00+00:00,33.97,46.5,12.53,85.4032,
71,2020-09-22 10:30:00+00:00,33.97,30,-3.97,45.5516,
72,2020-09-22 11:00:00+00:00,32.9,40,7.1,91.5615,
73,2020-09-22 11:30:00+00:00,32.9,30,-2.9,49.8729,
74,2020-09-22 12:00:00+00:00,31.95,30,-1.95,3.1353,
75,2020-09-22 12:30:00+00:00,31.95,40,8.05,61.8106,
76,2020-09-22 13:00:00+00:00,32,26.63,-5.37,-73.5903,
77,2020-09-22 13:30:00+00:00,32,44.6,12.6,250.9832,
78,2020-09-22 14:00:00+00:00,37.59,57.85013,20.26013,138.7717,
79,2020-09-22 14:30:00+00:00,37.59,61.2,23.61,387.7081,
80,2020-09-22 15:00:00+00:00,54.77,65.89,11.12,471.467,
81,2020-09-22 15:30:00+00:00,54.77,70.2,15.43,554.3199,
82,2020-09-22 16:00:00+00:00,60,72.2,12.2,737.9051,
83,2020-09-22 16:30:00+00:00,60,69.45,9.45,664.6427,
84,2020-09-22 17:00:00+00:00,62,67.2,5.2,261.2871,
85,2020-09-22 17:30:00+00:00,62,28,-34,-63.8751,
86,2020-09-22 18:00:00+00:00,49.79,58.69,8.9,71.1674,
87,2020-09-22 18:30:00+00:00,49.79,26.83,-22.96,-128.6403,
88,2020-09-22 19:00:00+00:00,41.57,26.81,-14.76,-336.7067,
89,2020-09-22 19:30:00+00:00,41.57,26.87,-14.7,-162.8597,
90,2020-09-22 20:00:00+00:00,37.54,30,-7.54,18.921,
91,2020-09-22 20:30:00+00:00,37.54,27,-10.54,-182.3643,
92,2020-09-22 21:00:00+00:00,36.56,54.9,18.34,165.6034,
93,2020-09-22 21:30:00+00:00,36.56,54.9,18.34,141.1333,
94,2020-09-22 22:00:00+00:00,35.86,41.75,5.89,240.795,
95,2020-09-22 22:30:00+00:00,35.86,44.5,8.64,411.8084,
96,2020-09-22 23:00:00+00:00,34.77,44.5,9.73,472.6731,
97,2020-09-22 23:30:00+00:00,34.77,44.35,9.58,307.9798,
98,2020-09-23 00:00:00+00:00,33.7,49.45,15.75,277.0199,
99,2020-09-23 00:30:00+00:00,33.7,49.45,15.75,525.3131,
100,2020-09-23 01:00:00+00:00,32.63,49.4,16.77,255.1368,
101,2020-09-23 01:30:00+00:00,32.63,45,12.37,4.0922,
102,2020-09-23 02:00:00+00:00,35.22,30,-5.22,83.3347,
103,2020-09-23 02:30:00+00:00,35.22,48.9,13.68,309.5172,
104,2020-09-23 03:00:00+00:00,39.85,48.9,9.05,435.7677,
105,2020-09-23 03:30:00+00:00,39.85,48.9,9.05,449.6486,
106,2020-09-23 04:00:00+00:00,47.61,53.89933,6.28933,526.653,
107,2020-09-23 04:30:00+00:00,47.61,54.45,6.84,356.835,
108,2020-09-23 05:00:00+00:00,52.18,54.45,2.27,218.7626,
109,2020-09-23 05:30:00+00:00,52.18,49,-3.18,74.9677,
110,2020-09-23 06:00:00+00:00,54.4,21.5,-32.9,-323.5708,
111,2020-09-23 06:30:00+00:00,54.4,26.57,-27.83,-35.5769,
112,2020-09-23 07:00:00+00:00,52.73,26.57,-26.16,-250.7888,
113,2020-09-23 07:30:00+00:00,52.73,30,-22.73,10.2721,
114,2020-09-23 08:00:00+00:00,54.13,62,7.87,78.1857,
115,2020-09-23 08:30:00+00:00,54.13,62,7.87,337.3888,
116,2020-09-23 09:00:00+00:00,50.36,62,11.64,251.3314,
117,2020-09-23 09:30:00+00:00,50.36,62,11.64,192.0842,
118,2020-09-23 10:00:00+00:00,54,60,6,173.0491,
119,2020-09-23 10:30:00+00:00,54,60,6,90.0757,
120,2020-09-23 11:00:00+00:00,52,69.95,17.95,316.6911,
121,2020-09-23 11:30:00+00:00,52,68.89,16.89,363.8137,
122,2020-09-23 12:00:00+00:00,47.51,68.89,21.38,342.7045,
123,2020-09-23 12:30:00+00:00,47.51,27.27,-20.24,-67.7225,
124,2020-09-23 13:00:00+00:00,46,27.2,-18.8,-556.1282,
125,2020-09-23 13:30:00+00:00,46,21.33,-24.67,-740.9396,
126,2020-09-23 14:00:00+00:00,54.99,20.5,-34.49,-466.2759,
127,2020-09-23 14:30:00+00:00,54.99,83.5,28.51,144.851,
128,2020-09-23 15:00:00+00:00,70.6,40.5,-30.1,51.3101,
129,2020-09-23 15:30:00+00:00,70.6,50.5,-20.1,96.6005,
130,2020-09-23 16:00:00+00:00,75.32,40.5,-34.82,27.2268,
131,2020-09-23 16:30:00+00:00,75.32,40.5,-34.82,2.9676,
132,2020-09-23 17:00:00+00:00,74.96,83.5,8.54,249.1071,
133,2020-09-23 17:30:00+00:00,74.96,78.5,3.54,127.7341,
134,2020-09-23 18:00:00+00:00,52.1,40,-12.1,56.3396,
135,2020-09-23 18:30:00+00:00,52.1,27.55,-24.55,-257.2648,
136,2020-09-23 19:00:00+00:00,41.52,27.57,-13.95,-91.7872,
137,2020-09-23 19:30:00+00:00,41.52,20,-21.52,-274.9299,
138,2020-09-23 20:00:00+00:00,37.42,57,19.58,119.6533,
139,2020-09-23 20:30:00+00:00,37.42,27.57,-9.85,-34.5695,
140,2020-09-23 21:00:00+00:00,39.09,26.7,-12.39,-137.5212,
141,2020-09-23 21:30:00+00:00,39.09,50,10.91,307.0365,
142,2020-09-23 22:00:00+00:00,34.98,49.95,14.97,375.4293,
143,2020-09-23 22:30:00+00:00,34.98,49.65,14.67,298.1432,
144,2020-09-23 23:00:00+00:00,33.02,48,14.98,98.7214,
145,2020-09-23 23:30:00+00:00,33.02,32.2,-0.82,-14.8509,
146,2020-09-24 00:00:00+00:00,29.27,26,-3.27,-69.2405,
147,2020-09-24 00:30:00+00:00,29.27,26,-3.27,-44.7412,
148,2020-09-24 01:00:00+00:00,26.98,22,-4.98,-156.0193,
149,2020-09-24 01:30:00+00:00,26.98,22,-4.98,-182.0109,
150,2020-09-24 02:00:00+00:00,31.41,10.39,-21.02,-185.7263,
151,2020-09-24 02:30:00+00:00,31.41,10.39,-21.02,-177.7224,
152,2020-09-24 03:00:00+00:00,39.73,30,-9.73,54.5807,
153,2020-09-24 03:30:00+00:00,39.73,48.65,8.92,110.4084,
154,2020-09-24 04:00:00+00:00,48.09,48.59,0.5,201.7417,
155,2020-09-24 04:30:00+00:00,48.09,49.5,1.41,303.9115,
156,2020-09-24 05:00:00+00:00,48.58,49.5,0.92,123.6217,
157,2020-09-24 05:30:00+00:00,48.58,53,4.42,384.194,
158,2020-09-24 06:00:00+00:00,49.88,60,10.12,295.54,
159,2020-09-24 06:30:00+00:00,49.88,58.5,8.62,173.0687,
160,2020-09-24 07:00:00+00:00,47.23,58.5,11.27,232.9502,
161,2020-09-24 07:30:00+00:00,47.23,65,17.77,378.7876,
162,2020-09-24 08:00:00+00:00,44.56,64.5,19.94,353.8951,
163,2020-09-24 08:30:00+00:00,44.56,25,-19.56,-210.6312,
164,2020-09-24 09:00:00+00:00,43.37,20.5,-22.87,-237.5392,
165,2020-09-24 09:30:00+00:00,43.37,20.5,-22.87,-187.2963,
166,2020-09-24 10:00:00+00:00,37.84,58.95,21.11,344.4742,
167,2020-09-24 10:30:00+00:00,37.84,64.5,26.66,554.4694,
168,2020-09-24 11:00:00+00:00,35.52,58.95,23.43,518.166,
169,2020-09-24 11:30:00+00:00,35.52,53,17.48,377.3717,
170,2020-09-24 12:00:00+00:00,35.41,68,32.59,529.2812,
171,2020-09-24 12:30:00+00:00,35.41,54,18.59,251.9735,
172,2020-09-24 13:00:00+00:00,37.77,58.5,20.73,701.2611,
173,2020-09-24 13:30:00+00:00,37.77,58.5,20.73,428.861,
174,2020-09-24 14:00:00+00:00,44.11,56.71,12.6,119.5798,
175,2020-09-24 14:30:00+00:00,44.11,67.71,23.6,336.6515,
176,2020-09-24 15:00:00+00:00,50.88,76.71,25.83,754.0421,
177,2020-09-24 15:30:00+00:00,50.88,72.56,21.68,729.4031,
178,2020-09-24 16:00:00+00:00,63.74,70.65072,6.91072,377.7601,
179,2020-09-24 16:30:00+00:00,63.74,75.56,11.82,610.8648,
180,2020-09-24 17:00:00+00:00,69.15,82.71,13.56,648.1585,
181,2020-09-24 17:30:00+00:00,69.15,87.71,18.56,779.3932,
182,2020-09-24 18:00:00+00:00,51.19,88,36.81,690.3364,
183,2020-09-24 18:30:00+00:00,51.19,85,33.81,749.203,
184,2020-09-24 19:00:00+00:00,40,75,35,368.3537,
185,2020-09-24 19:30:00+00:00,40,30.11,-9.89,-159.5923,
186,2020-09-24 20:00:00+00:00,33.1,56,22.9,129.7126,
187,2020-09-24 20:30:00+00:00,33.1,56,22.9,259.3361,
188,2020-09-24 21:00:00+00:00,47.08,55,7.92,157.3199,
189,2020-09-24 21:30:00+00:00,47.08,51,3.92,262.7812,
190,2020-09-24 22:00:00+00:00,49.7,50.95,1.25,225.891,
191,2020-09-24 22:30:00+00:00,49.7,53,3.3,727.0326,
192,2020-09-24 23:00:00+00:00,43.06,52,8.94,223.9148,
193,2020-09-24 23:30:00+00:00,43.06,26.66,-16.4,-390.0284,
194,2020-09-25 00:00:00+00:00,33.97,2,-31.97,-588.8253,
195,2020-09-25 00:30:00+00:00,33.97,2,-31.97,-607.2113,
196,2020-09-25 01:00:00+00:00,26.49,2,-24.49,-561.8095,
197,2020-09-25 01:30:00+00:00,26.49,2,-24.49,-571.5369,
198,2020-09-25 02:00:00+00:00,28.2,23.49,-4.71,-306.2384,
199,2020-09-25 02:30:00+00:00,28.2,23.49,-4.71,-333.6332,
200,2020-09-25 03:00:00+00:00,39.11,2,-37.11,-331.2219,
201,2020-09-25 03:30:00+00:00,39.11,0.5,-38.61,-630.9537,
202,2020-09-25 04:00:00+00:00,48.65,0,-48.65,-537.5253,
203,2020-09-25 04:30:00+00:00,48.65,1.5,-47.15,-304.1295,
204,2020-09-25 05:00:00+00:00,54,5,-49,-247.5931,
205,2020-09-25 05:30:00+00:00,54,20.5,-33.5,-3.0758,
206,2020-09-25 06:00:00+00:00,54.6,20.5,-34.1,-198.8317,
207,2020-09-25 06:30:00+00:00,54.6,60,5.4,274.4698,
208,2020-09-25 07:00:00+00:00,53.32,62,8.68,477.2812,
209,2020-09-25 07:30:00+00:00,53.32,25,-28.32,-31.8683,
210,2020-09-25 08:00:00+00:00,45.57,65,19.43,278.3514,
211,2020-09-25 08:30:00+00:00,45.57,26.67892,-18.89108,-11.9613,
212,2020-09-25 09:00:00+00:00,46,57.88,11.88,154.3342,
213,2020-09-25 09:30:00+00:00,46,57.88,11.88,87.0214,
214,2020-09-25 10:00:00+00:00,38.48,57.88,19.4,289.3392,
215,2020-09-25 10:30:00+00:00,38.48,57.88,19.4,217.374,
216,2020-09-25 11:00:00+00:00,33.51,51.9,18.39,164.6688,
217,2020-09-25 11:30:00+00:00,33.51,51.5,17.99,153.7033,
218,2020-09-25 12:00:00+00:00,32.26,63.9,31.64,373.6726,
219,2020-09-25 12:30:00+00:00,32.26,50.96,18.7,105.3814,
220,2020-09-25 13:00:00+00:00,29.91,17.08,-12.83,-302.3409,
221,2020-09-25 13:30:00+00:00,29.91,0.55,-29.36,-413.1499,
222,2020-09-25 14:00:00+00:00,42,0.55,-41.45,-395.2337,
223,2020-09-25 14:30:00+00:00,42,18.01,-23.99,-180.2218,
224,2020-09-25 15:00:00+00:00,47.13,50.25,3.12,114.9032,
225,2020-09-25 15:30:00+00:00,47.13,61.5,14.37,23.0067,
226,2020-09-25 16:00:00+00:00,59.39,9.15,-50.24,-189.2434,
227,2020-09-25 16:30:00+00:00,59.39,63,3.61,253.5074,
228,2020-09-25 17:00:00+00:00,62.91,63,0.09,509.2463,
229,2020-09-25 17:30:00+00:00,62.91,63,0.09,660.7329,
230,2020-09-25 18:00:00+00:00,54,63,9,885.4231,
231,2020-09-25 18:30:00+00:00,54,63,9,994.7327,
232,2020-09-25 19:00:00+00:00,42.97,63,20.03,658.6972,
233,2020-09-25 19:30:00+00:00,42.97,63,20.03,414.2792,
234,2020-09-25 20:00:00+00:00,33.14,63,29.86,609.6662,
235,2020-09-25 20:30:00+00:00,33.14,63,29.86,915.0866,
236,2020-09-25 21:00:00+00:00,31.8,58.75,26.95,642.3334,
237,2020-09-25 21:30:00+00:00,31.8,54.75,22.95,512.4474,
238,2020-09-25 22:00:00+00:00,28.71,54.75,26.04,607.7926,
239,2020-09-25 22:30:00+00:00,28.71,54,25.29,114.8935,
240,2020-09-25 23:00:00+00:00,26.2,50.5,24.3,353.6213,
241,2020-09-25 23:30:00+00:00,26.2,50.5,24.3,200.8152,
242,2020-09-26 00:00:00+00:00,23.23,52,28.77,387.9979,
243,2020-09-26 00:30:00+00:00,23.23,52,28.77,291.8963,
244,2020-09-26 01:00:00+00:00,20.57,52,31.43,268.5291,
245,2020-09-26 01:30:00+00:00,20.57,50.5,29.93,169.3722,
246,2020-09-26 02:00:00+00:00,22.3,27.05,4.75,59.9276,
247,2020-09-26 02:30:00+00:00,22.3,17.32,-4.98,-41.9166,
248,2020-09-26 03:00:00+00:00,25.82,27.82,2,5.1666,
249,2020-09-26 03:30:00+00:00,25.82,10.5,-15.32,-155.3025,
250,2020-09-26 04:00:00+00:00,28.92,1.5,-27.42,-252.0756,
251,2020-09-26 04:30:00+00:00,28.92,2,-26.92,-167.6038,
252,2020-09-26 05:00:00+00:00,34.33,14.26,-20.07,-149.0763,
253,2020-09-26 05:30:00+00:00,34.33,20.97,-13.36,-54.4917,
254,2020-09-26 06:00:00+00:00,38.8,29.89,-8.91,-30.2217,
255,2020-09-26 06:30:00+00:00,38.8,52.5,13.7,428.1038,
256,2020-09-26 07:00:00+00:00,37.09,35.37,-1.72,-29.747,
257,2020-09-26 07:30:00+00:00,37.09,53.95,16.86,183.5324,
258,2020-09-26 08:00:00+00:00,35.89,54.25,18.36,254.7398,
259,2020-09-26 08:30:00+00:00,35.89,53.95,18.06,72.2002,
260,2020-09-26 09:00:00+00:00,32,53.95,21.95,126.1282,
261,2020-09-26 09:30:00+00:00,32,32.06,0.06,-136.4428,
262,2020-09-26 10:00:00+00:00,30.15,37.82,7.67,-12.6707,
263,2020-09-26 10:30:00+00:00,30.15,53.25,23.1,56.3677,
264,2020-09-26 11:00:00+00:00,27.21,53.9,26.69,95.8133,
265,2020-09-26 11:30:00+00:00,27.21,52.85,25.64,102.2634,
266,2020-09-26 12:00:00+00:00,26.11,52.85,26.74,1023.8749,
267,2020-09-26 12:30:00+00:00,26.11,53.95,27.84,1085.5962,
268,2020-09-26 13:00:00+00:00,27.29,53.95,26.66,959.4542,
269,2020-09-26 13:30:00+00:00,27.29,53.95,26.66,829.7619,
270,2020-09-26 14:00:00+00:00,31.96,53.95,21.99,31.848,
271,2020-09-26 14:30:00+00:00,31.96,54.2,22.24,118.5428,
272,2020-09-26 15:00:00+00:00,44.47,29.04,-15.43,-38.9904,
273,2020-09-26 15:30:00+00:00,44.47,54.2,9.73,250.355,
274,2020-09-26 16:00:00+00:00,58.5,53.95,-4.55,8.1269,
275,2020-09-26 16:30:00+00:00,58.5,60,1.5,228.2149,
276,2020-09-26 17:00:00+00:00,59.96,60,0.04,285.8171,
277,2020-09-26 17:30:00+00:00,59.96,61.5,1.54,538.4251,
278,2020-09-26 18:00:00+00:00,51.04,61.5,10.46,665.361,
279,2020-09-26 18:30:00+00:00,51.04,60,8.96,465.7561,
280,2020-09-26 19:00:00+00:00,44.94,58.5,13.56,160.0976,
281,2020-09-26 19:30:00+00:00,44.94,28.04,-16.9,-26.0518,
282,2020-09-26 20:00:00+00:00,38,23.4,-14.6,-232.1321,
283,2020-09-26 20:30:00+00:00,38,25.02,-12.98,-8.0484,
284,2020-09-26 21:00:00+00:00,35.13,54,18.87,210.7922,
285,2020-09-26 21:30:00+00:00,35.13,29.04,-6.09,-40.8774,
286,2020-09-26 22:00:00+00:00,18.77,52.5,33.73,356.8543,
287,2020-09-26 22:30:00+00:00,18.77,21.57,2.8,-58.4262,
288,2020-09-26 23:00:00+00:00,16.95,14.76,-2.19,-187.4544,
289,2020-09-26 23:30:00+00:00,16.95,14.29,-2.66,-333.5919,
290,2020-09-27 00:00:00+00:00,13.69,12.6704,-1.0196,-247.7831,
291,2020-09-27 00:30:00+00:00,13.69,12.26,-1.43,-322.0592,
292,2020-09-27 01:00:00+00:00,11.31,6.65,-4.66,-475.7048,
293,2020-09-27 01:30:00+00:00,11.31,5.89,-5.42,-715.5687,
294,2020-09-27 02:00:00+00:00,13.56,5.66,-7.9,-751.1354,
295,2020-09-27 02:30:00+00:00,13.56,5.66,-7.9,-829.1416,
296,2020-09-27 03:00:00+00:00,16.83,8.47,-8.36,-612.025,
297,2020-09-27 03:30:00+00:00,16.83,8.91,-7.92,-501.7665,
298,2020-09-27 04:00:00+00:00,24.96,11.77,-13.19,-456.4138,
299,2020-09-27 04:30:00+00:00,24.96,11.89,-13.07,-442.9583,
300,2020-09-27 05:00:00+00:00,25.55,16.32,-9.23,-357.8582,
301,2020-09-27 05:30:00+00:00,25.55,16.37,-9.18,-161.0618,
302,2020-09-27 06:00:00+00:00,37,50.3,13.3,106.2023,
303,2020-09-27 06:30:00+00:00,37,50.3,13.3,87.8337,
304,2020-09-27 07:00:00+00:00,41.59,52,10.41,16.9118,
305,2020-09-27 07:30:00+00:00,41.59,53,11.41,113.2004,
306,2020-09-27 08:00:00+00:00,47,28.02,-18.98,-135.4032,
307,2020-09-27 08:30:00+00:00,47,39.93,-7.07,-29.9839,
308,2020-09-27 09:00:00+00:00,40.04,29.83,-10.21,-2.3835,
309,2020-09-27 09:30:00+00:00,40.04,28.89,-11.15,-122.8432,
310,2020-09-27 10:00:00+00:00,46,31.24,-14.76,-83.3714,
311,2020-09-27 10:30:00+00:00,46,30.3,-15.7,-141.3241,
312,2020-09-27 11:00:00+00:00,39.2,35.34,-3.86,-50.1583,
313,2020-09-27 11:30:00+00:00,39.2,35.1,-4.1,-78.5715,
314,2020-09-27 12:00:00+00:00,34.07,55,20.93,98.8637,
315,2020-09-27 12:30:00+00:00,34.07,50.25,16.18,51.5617,
316,2020-09-27 13:00:00+00:00,32.03,55,22.97,191.5519,
317,2020-09-27 13:30:00+00:00,32.03,27.78,-4.25,-76.2129,
318,2020-09-27 14:00:00+00:00,38,39,1,-83.9049,
319,2020-09-27 14:30:00+00:00,38,27.88,-10.12,-156.4636,
320,2020-09-27 15:00:00+00:00,52,26.7,-25.3,-20.8076,
321,2020-09-27 15:30:00+00:00,52,56,4,33.5481,
322,2020-09-27 16:00:00+00:00,59.97,55,-4.97,26.4747,
323,2020-09-27 16:30:00+00:00,59.97,61.25,1.28,116.2217,
324,2020-09-27 17:00:00+00:00,62.39,61.25,-1.14,59.1628,
325,2020-09-27 17:30:00+00:00,62.39,61.25,-1.14,95.8668,
326,2020-09-27 18:00:00+00:00,50,61.25,11.25,277.1749,
327,2020-09-27 18:30:00+00:00,50,61.25,11.25,118.1876,
328,2020-09-27 19:00:00+00:00,41.23,61,19.77,22.8125,
329,2020-09-27 19:30:00+00:00,41.23,12.3,-28.93,-239.7676,
330,2020-09-27 20:00:00+00:00,36.65,55,18.35,82.1822,
331,2020-09-27 20:30:00+00:00,36.65,26.75,-9.9,-50.7761,
332,2020-09-27 21:00:00+00:00,31.38,35.81,4.43,-18.3512,
333,2020-09-27 21:30:00+00:00,31.38,35.81,4.43,-64.3218,
334,2020-09-27 22:00:00+00:00,28.85,29.29,0.44,-21.2367,
335,2020-09-27 22:30:00+00:00,28.85,27.69,-1.16,-307.0468,
336,2020-09-27 23:00:00+00:00,28.96265306,28.24734694,-0.715306122,-288.8982796,
337,2020-09-27 23:30:00+00:00,29.07530612,28.80469388,-0.270612245,-270.7497592,
338,2020-09-28 00:00:00+00:00,29.18795918,29.36204082,0.174081633,-252.6012388,
339,2020-09-28 00:30:00+00:00,29.30061224,29.91938776,0.61877551,-234.4527184,
340,2020-09-28 01:00:00+00:00,29.41326531,30.47673469,1.063469388,-216.304198,
341,2020-09-28 01:30:00+00:00,29.52591837,31.03408163,1.508163265,-198.1556776,
342,2020-09-28 02:00:00+00:00,29.63857143,31.59142857,1.952857143,-180.0071571,
343,2020-09-28 02:30:00+00:00,29.75122449,32.14877551,2.39755102,-161.8586367,
344,2020-09-28 03:00:00+00:00,29.86387755,32.70612245,2.842244898,-143.7101163,
345,2020-09-28 03:30:00+00:00,29.97653061,33.26346939,3.286938776,-125.5615959,
346,2020-09-28 04:00:00+00:00,30.08918367,33.82081633,3.731632653,-107.4130755,
347,2020-09-28 04:30:00+00:00,30.20183673,34.37816327,4.176326531,-89.2645551,
348,2020-09-28 05:00:00+00:00,30.3144898,34.9355102,4.621020408,-71.11603469,
349,2020-09-28 05:30:00+00:00,30.42714286,35.49285714,5.065714286,-52.96751429,
350,2020-09-28 06:00:00+00:00,30.53979592,36.05020408,5.510408163,-34.81899388,
351,2020-09-28 06:30:00+00:00,30.65244898,36.60755102,5.955102041,-16.67047347,
352,2020-09-28 07:00:00+00:00,30.76510204,37.16489796,6.399795918,1.478046939,
353,2020-09-28 07:30:00+00:00,30.8777551,37.7222449,6.844489796,19.62656735,
354,2020-09-28 08:00:00+00:00,30.99040816,38.27959184,7.289183673,37.77508776,
355,2020-09-28 08:30:00+00:00,31.10306122,38.83693878,7.733877551,55.92360816,
356,2020-09-28 09:00:00+00:00,31.21571429,39.39428571,8.178571429,74.07212857,
357,2020-09-28 09:30:00+00:00,31.32836735,39.95163265,8.623265306,92.22064898,
358,2020-09-28 10:00:00+00:00,31.44102041,40.50897959,9.067959184,110.3691694,
359,2020-09-28 10:30:00+00:00,31.55367347,41.06632653,9.512653061,128.5176898,
360,2020-09-28 11:00:00+00:00,31.66632653,41.62367347,9.957346939,146.6662102,
361,2020-09-28 11:30:00+00:00,31.77897959,42.18102041,10.40204082,164.8147306,
362,2020-09-28 12:00:00+00:00,31.89163265,42.73836735,10.84673469,182.963251,
363,2020-09-28 12:30:00+00:00,32.00428571,43.29571429,11.29142857,201.1117714,
364,2020-09-28 13:00:00+00:00,32.11693878,43.85306122,11.73612245,219.2602918,
365,2020-09-28 13:30:00+00:00,32.22959184,44.41040816,12.18081633,237.4088122,
366,2020-09-28 14:00:00+00:00,32.3422449,44.9677551,12.6255102,255.5573327,
367,2020-09-28 14:30:00+00:00,32.45489796,45.52510204,13.07020408,273.7058531,
368,2020-09-28 15:00:00+00:00,32.56755102,46.08244898,13.51489796,291.8543735,
369,2020-09-28 15:30:00+00:00,32.68020408,46.63979592,13.95959184,310.0028939,
370,2020-09-28 16:00:00+00:00,32.79285714,47.19714286,14.40428571,328.1514143,
